投诉编号,投诉品牌,投诉车系,投诉车型,投诉简述,投诉问题,问题类型,投诉日期
20240227084456531029,宝马,宝马X1,2022款 sDrive25Li 领先型,2022年9月购买的华晨宝马X1 sDrive25Li，距今大约一年半，行驶里程21303km，2月26日行驶过程中车机提示刹车片异常，需要更换。根据bmw保养手册，制动片在3w～5w公里视情况更换，现在才行驶了2w公里左右刹车片就需要更换，我认为这是质量问题，并要求免费更换,制动系,刹车片异常磨损,2024-02-27
20240226225850971024,丰田,卡罗拉,2023款 1.8L 智能电混双擎 精英版,销售服务售后人员相互滚皮球，不认真解决问题，甚至让消费者回家好好研究三包凭证再来说话，让消费者感觉被嘲讽，甚至说当初你们验车到时候去哪了拐弯抹角说消费者，从消费者到店以及离开都没有给到尊重，服务态度差，希望给车子质量做出回应也不能保证，表示自己做不了主，最终也没给到具体解决方案，只是让消费者自己买单,服务态度,不解决问题,2024-02-26
20240226225057511021,丰田,卡罗拉,2023款 1.8L 智能电混双擎 精英版,车顶车漆表面完整但是车顶有一处出现车漆内部凹陷，近看根本看不出远看才能看见，询问销售以及售后给不出导致这样现象的原因，只是猜测是石子崩的，雨雪冰雹烟花鞭炮等原因造成，车主不能接受，因为车漆是完成的，不符合他们的猜测，个别销售人员让车主回去研究三包凭证，态度恶劣,车身,其他,2024-02-26
20240226223410210198,零跑汽车,零跑C01,2022款 后驱长续航版,明明车子有问题，厂家根本不认，行车记录仪记得明明白白，厂家不负责、没担当、甩锅消费者，让消费者自行鉴定问题，这样的回复，消费者不接受,车身,其他,2024-02-26
20240226214299525054,哈弗,哈弗H2,2017款 蓝标 1.5T 手动两驱豪华型,未解决问题,车身,其他,2024-02-26
20240226202550984898,现代,伊兰特,2023款 1.5L CVT GLX精英版,首保以及日常保养，距离我在的地方260公里，买车的时候北京现代APP上显示当地有售后。误导消费者，现在距离售后260公里，不给处理。,承诺不兑现,服务承诺不兑现,2024-02-26
20240226185910049101,奔驰,奔驰C级新能源,2023款 C 350 eL,厂家未联系经销商未给解决方案,电力驱动系统,动力中断,2024-02-26
20240226185610010010,标致,标致308S,2015款 1.2T 自动劲驰版,我2016年买的这辆车，20年左右厂家客服打电话通知我，召回正时皮带，让我去4s店更换。我更换后就正常行驶，由于家用每年里程数少，保养时就没在意，放出的机油一次比一次少，直到上一次只放出了1升的旧机油，我就记里程数，发现3000公里烧了一升多，然后打标志售后客服电话，标志客服却说，换正时皮带1年内你没发现烧机油就跟他们没关系了，让我自己花钱。这个问题是由于东风标志汽车的设计缺陷导致的，并不是用户因使用不当造成的，所以不应该受三包政策的时间限制。但标志厂家却故意抵赖，欺瞒中国消费者。,发动机,烧机油,2024-02-26
20240226185597574954,欧拉,欧拉闪电猫,2024款 555km 豪华版,2月7日，我跟朋友到柳州华柳欧拉4s店提车。当日气温只有2°-5°。提了车，我们便开车上路，这时发现闪电猫没有办法制热。刚开始，我们以为是不会操作，于是咨询欧拉销售顾问，该顾问微信指导我们如何打开暖气，但不管我们怎么操作，这辆车就是没有办法制热。 而后，傍晚5点多至8点多，我和朋友在欧拉销售、技术、经理等人的指示下，不停尝试如何操作打开暖气，但是都没有办法成功。也因此，我们在车上吹了2个多小时的冷风，在低温天气下，我和朋友都被吹感冒了，上药店买了药，睡了一天。 第二天下午，我们开车回4s店检查，当时初步确定是加热器的问题。由于当时已经是8日，9日要过年了。欧拉4s店说他们的技术人员已经放假，要求我们先开车回去，年后再来检查。过完年，我把车开回4s店，对方再次检查后确认是加热器损坏，他们当即向努力总部申请新的配件。目前，柳州持续低温，我每天都要忍受冰冷的车温。 我们非常难过且难以接受。首先，我们订的是新车，为什么尚未使用车子就坏了？花新车的钱买一辆坏的车？其次，4s店狡辩称是概率问题，那也不应该由消费者为他们的概率买单。最后，我向店里提出1万元赔偿，对方只愿意600元“利是”，我无法接受,电气设备,空调不制冷,2024-02-26
20240226183599100481,五菱汽车,五菱星光,2023款 150 进阶版,提车后车空调不制冷，检测空调压缩机坏，目前使用试驾车压缩机，新车压缩机坏，厂家态度傲慢，4s店只承诺更换配件，未对新车空调压缩机问题所带来的影响提供任何补偿，体验效果很差。,电气设备,空调不制冷,2024-02-26
20240226173056101499,凯迪拉克,凯迪拉克CT5,2023款 28T 尊贵型,并没有人联系我,承诺不兑现,未按时交付,2024-02-26
20240226172754100981,领克,领克09新能源,2023款 2.0TD EM-P 远航版PM 七座,厂家未兑现任何承诺，未解决投诉中提到的任何问题，未与车主取得任何联系！,承诺不兑现,服务承诺不兑现,2024-02-26
20240226172510253100,比亚迪,唐新能源,2017款 2.0T 全时四驱豪雅型,2022年更换变速箱不到两年时间，现在变速箱又出现了以前一样的换挡打滑情况。新换一个变速箱没两年时间，没有行驶超3万km。这个质量的的太差了，现在脱保了。厂家说只有自己掏钱维修。,传动系,其他,2024-02-26
20240226171699515199,凯迪拉克,凯迪拉克XT5,2020款 改款 28T 豪华型,并没有解决问题,传动系,异响,2024-02-26
20240226171248974999,比亚迪,宋Pro新能源,2022款 DM-i 110km 旗舰型,使用手机APP进行锁车，车门锁上了没有收到锁车短信，但是后视镜收回了，但是早上去取车不知道什么原因后备箱打开车门是打不开的，去4S点保养没有查出问题，我说检测报告给我一份，回复没有报告只是电脑检测,车身,其他,2024-02-26
20240226165555489999,宝马,宝马5系,2022款 改款二 525Li M运动套装,我在抖音、懂车帝、宝马官方app等各大平台看到这批车子全部都是2万公里左右刹车片就磨没了。宝马官方的保养手册有明确记载【前后刹车片6-10万公里时检查并试磨损情况更】，由此可鉴，宝马在测试的刹车片极端使用期限最短为6年，最长十年。宝马官方app 也写的5年或者3到5万公里。可以确定是普遍现象不是个人驾驶习惯导致的。,制动系,刹车片异常磨损,2024-02-26
20240226165349979757,领克,领克06,2023款 Remix 1.5T Shero,新车刚买一个半月，副驾驶空调鼓风机漏水严重，导致整个车地板全部都是水，售后只说维修，维修进度也不告诉车主，其他不管，一直让车主自己追问进度，不积极联系车主，而且处理态度非常恶劣,车身,漏水,2024-02-26
20240226163310050995,别克,君威,2017款 20T 豪华型,感谢敬爱的别克厂家，为低配车辆大灯增加场景模式，一到冬天或下雨天气，大灯可以感激的流泪散光，厂家的设计真是用心良苦，车子还有什么隐藏功能可以自己冒出来吗，小问题是络绎不绝，修的都无语了。强烈建议厂家把大灯回收，做个展示厅珍藏起来了,电气设备,车灯进水,2024-02-26
20240226161553485150,比亚迪,秦PLUS,2023款 冠军版 DM-i 55KM领先型,比亚迪无底线，刚买一个月的车降价一万，十万级别的车活生生降成了七八万级别的，这是对老车主的严重不负责任，别说什么为了顺应市场，这是比亚迪先开的第一枪。比亚迪作为新能源汽车的标杆，整的这事儿着实是恶心，希望能给我们这种情况的车主一个满意的答复！！！,服务态度,不解决问题,2024-02-26
20240226161351499854,别克,微蓝6,2024款 430km 舒享版,新车才两个月，车辆仪表盘常亮不灭，导致电瓶亏电。,电气设备,电池亏电,2024-02-26
20240226161255535610,比亚迪,驱逐舰05,2023款 冠军版 DM-i 120KM 尊贵型,2023年12月29日在比亚迪海洋网合肥联昊合腾4S店购买比亚迪驱逐舰05，50天后价格暴跌2W，且购买前销售明确加装360不保修（实际保修，只是为了卖车欺诈顾客），收取500元上牌费包上牌（实际上牌的费用自己出的钱），综上： 1.在顾客购买商品前，以非事实诱导欺骗顾客购买车辆，未如实告知相关事宜； 2.购买50天同款车型价格暴跌2W，无任何补偿回应，买之前销售说年后会涨价，实则存在欺诈消费者。 3.说好的500元包上牌费用，实际还是顾客自己出钱办理牌照，无视商业履约行为，存在欺诈行为。 为此我的诉求： 厂家对此做出赔偿，包括但不限于360影像升级等相应赔偿。,销售欺诈,变更价格,2024-02-26
20240226155697534851,大众,迈腾,2018款 330TSI DSG 领先型,在高速上正常行驶突然1357档位没了 差点被追尾造成事故的 我也咨询好多车友 都是2017 2018 20196万到8万公里数量的车 这款车变速箱质量有问题应该召回。厂家不召回。让消费者自己承担全部维修费用。人家都是9折甚至免费维修。现在大众厂家不给我处理维修。我的诉讼可以承担一些维修费用剩下的厂家承担责任 图片里有别的车友维修理赔清单,传动系,脱挡,2024-02-26
20240226155099515353,哈弗,哈弗H6,2022款 第三代 1.5T 自动两驱Max,厂家未作任何正面反馈,车身,车漆鼓包,2024-02-26
20240226154649575155,别克,别克GL8,2020款 陆上公务舱 652T 尊贵型,上汽通用客服电话回复：三元催化器有问题，汽车厂家说是燃油品质导致，不予理赔。继续投诉厂家，欺骗客户，汽车质量有问题，汽车厂家污蔑燃油品质不合格。。。,发动机,故障灯亮,2024-02-26
20240226154648515157,现代,伊兰特,2022款 240TGDi DCT GLX精英版,第七代伊兰特精英版，23年7月10日购买，存在异常如下： 问题一：AUTO HOLD开启后起步时“嘎吱”声异响，此异响从23年11月开始出现。该问题已反馈北京现代厂家。24年2月25日烟台本地4S店对ABS泵环排气处理，当时有效，行驶几公里后异响再次出现，未彻底解决。 问题二：副驾驶侧仪表台上侧塑料盖板内发出“次次拉拉”的晃动声，类似零部件松动后共振的声音，此异常从23年10月份出现。任何路面行驶都能发出此异响。此项4S店未排查、未修复，说天气变暖后看异响的变化状况。 截止24年2月26日车辆仅行驶5200km，请厂家给予彻底处理。 （备注：销售方 烟台百家惠汽车销售服务有限公司目前已退网，不再营业。电话已不能联系到，所留400电话为北京现代厂家客服电话。）,制动系,异响,2024-02-26
